"pair","pairwise_distance","frxfr"
"9489---175",0.245348035837354,4.93544442887038e-05
"2312---175",0.236326806212019,9.242631517946e-05
"4658---175",0.257933828494261,4.93544442887038e-05
"4482---175",0.269415807560137,4.93544442887038e-05
"1335---175",0.233566433566434,8.22574061278478e-05
"15943---175",0.252368064952639,0.000598696986562676
"5673---175",0.223374827109267,4.93544442887038e-05
"7314---175",0.249158249158249,8.22574061278478e-05
"76---175",0.246861924686193,0.00050598876349034
"13922---175",0.250169033130494,0.000187389821284647
"2912---175",0.241780821917808,1.49815207089555e-05
"6172---175",0.235947258848022,8.49355548249823e-05
"4782---175",0.244233378561737,1.6854210415078e-05
"5183---175",0.221523410202655,9.36345006060025e-06
"754---175",0.255578093306288,7.49076035447775e-06
"4459---175",0.310726643598616,9.36345006060025e-06
"248---175",0.214494875549048,1.12361397667228e-05
"4172---175",0.224587912087912,8.05256711331572e-05
"78---175",0.227709190672154,0.000423227945493109
"6556---175",0.224982256919801,1.87269001212005e-05
"2312---175",0.231913455037187,9.242631517946e-05
"8239---175",0.238262088297127,1.31088294728453e-05
"14420---175",0.245768449559919,1.49815207089555e-05
"6630---175",0.231404958677686,7.67802917209123e-05
"8903---175",0.310486634681289,5.61807064835525e-06
"27---175",0.229684351914036,5.61807064835525e-06
"4556---175",0.242486338797814,9.36345006060025e-06
"3171---175",0.227586206896552,5.61807064835525e-06
"8189---175",0.241735537190083,1.12361397667228e-05
"849---175",0.243279569892473,5.61807064835525e-06
"6172---5394",0.104912572855953,6.79484466356798e-05
"1383---5394",0.102026554856744,7.89671128637423e-05
"8352---5394",0.264746227709191,3.94835570438662e-05
"9489---5394",0.222529371112647,3.94835570438662e-05
"2312---5394",0.227397260273973,7.394105516406e-05
